600,-18.5098
601,-18.5822
602,-18.6236
603,-18.6372
604,-18.627
605,-18.5958
606,-18.5446
607,-18.4709
608,-18.3712
609,-18.2409
610,-18.0777
611,-17.8818
612,-17.6594
613,-17.4206
614,-17.1783
615,-16.9443
616,-16.7275
617,-16.5296
618,-16.3459
619,-16.1656
620,-15.9745
621,-15.7581
622,-15.5055
623,-15.2127
624,-14.883
625,-14.5282
626,-14.1679
627,-13.8265
628,-13.5317
629,-13.309
630,-13.1798
631,-13.1574
632,-13.2442
633,-13.4318
634,-13.7011
635,-14.0262
636,-14.3798
637,-14.7374
638,-15.1177
639,-15.5324
640,-15.9994
641,-16.5315
642,-17.1248
643,-17.7526
644,-18.3663
645,-18.9052
646,-19.3038
647,-19.4954
648,-19.4618
649,-19.2049
650,-18.7471
651,-18.1288
652,-17.4017
653,-16.6214
654,-15.8383
655,-15.0999
656,-14.4296
657,-13.849
658,-13.3734
659,-13.0183
660,-12.803
661,-12.7526
662,-12.8959
663,-13.2611
664,-13.867
665,-14.7282
666,-15.8387
667,-17.1801
668,-18.7221
669,-20.4264
670,-22.2319
671,-24.0846
672,-25.9355
673,-27.7472
674,-29.4917
675,-31.1772
676,-32.6211
677,-34.2029
678,-35.7392
679,-37.2228
680,-38.6408
681,-39.9753
682,-41.2183
683,-42.375
684,-43.4629
685,-44.502
686,-45.5016
687,-46.4501
688,-47.3111
689,-48.0233
690,-48.5526
691,-48.9526
692,-49.0508
693,-48.9381
694,-48.6496
695,-48.2059
696,-47.639
697,-46.9781
698,-46.2469
699,-45.4651
700,-44.65
701,-43.8175
702,-42.9929
703,-42.1825
704,-41.283
705,-40.538
706,-39.8261
707,-39.138
708,-38.4664
709,-37.7973
710,-37.1197
711,-36.426
712,-35.7161
713,-34.9956
714,-34.2732
715,-33.5571
716,-32.8528
717,-32.1609
718,-31.4761
719,-30.7896
720,-30.1323
721,-29.4642
722,-28.8811
723,-28.1668
724,-27.4227
725,-26.5645
726,-25.6506
727,-24.6832
728,-23.6694
729,-22.6267
730,-21.5963
731,-20.6687
732,-19.9695
733,-19.7276
734,-19.9196
735,-20.2948
736,-20.753
737,-21.2392
738,-21.7523
739,-22.3207
740,-22.9872
741,-23.7988
742,-24.7957
743,-26.0011
744,-27.4112
745,-28.9459
746,-30.5948
747,-32.2229
748,-33.8861
749,-35.5546
750,-36.9621
751,-38.1764
752,-39.1835
753,-40.0512
754,-40.8286
755,-41.5585
756,-42.2666
757,-42.9564
758,-43.6124
759,-44.209
760,-44.7216
761,-45.1372
762,-45.4598
763,-45.7037
764,-45.8908
765,-46.0408
766,-46.1632
767,-46.2521
768,-46.2864
769,-46.2336
770,-46.056
771,-45.7192
772,-45.2023
773,-44.4994
774,-43.6245
775,-42.6069
776,-41.4856
777,-40.3025
778,-39.0971
779,-37.9058
780,-36.7625
781,-35.7024
782,-34.7552
783,-33.9398
784,-33.3244
785,-32.9625
786,-32.9052
787,-33.1815
788,-33.7892
789,-34.6775
790,-35.7456
791,-36.872
792,-37.9382
793,-38.7855
794,-39.379
795,-39.7375
796,-39.9323
797,-40.0489
798,-40.1739
799,-40.3668
800,-40.6427
